Temperature,Sales
10.0,314.901424590337
10.612244897959183,331.83707721226136
11.224489795918368,389.9012933775065
11.83673469387755,449.147788653507
12.448979591836736,427.91917218603834
13.061224489795919,457.90716992542707
13.673469387755102,540.7957930449802
14.285714285714285,543.4312051398933
14.89795918367347,531.813311112497
15.510204081632654,586.1643481630559
16.122448979591837,578.4756449757261
16.73469387755102,599.3975367973071
17.346938775510203,640.1201759354026
17.95918367346939,593.4554035723861
18.57142857142857,615.5994038001191
19.183673469387756,665.4720655013631
19.79591836734694,665.4501351113333
20.408163265306122,717.2574907816901
21.02040816326531,691.0849753603532
21.632653061224488,684.9528381477795
22.244897959183675,778.788288557026
22.857142857142858,734.0430375160162
23.46938775510204,747.3402984521742
24.081632653061227,705.5707572457496
24.693877551020407,733.4810963567058
25.306122448979593,753.1402557837575
25.918367346938776,713.7833955094841
26.53061224489796,756.5853928619072
27.142857142857142,722.7971658330481
27.755102040816325,726.0680129955813
28.367346938775512,709.2707508209567
28.979591836734695,773.8940431612572
29.591836734693878,707.4251540616939
30.20408163265306,664.103740852689
30.816326530612244,707.0170387416882
31.42857142857143,630.7216292763794
32.04081632653062,657.1197187622622
32.6530612244898,574.0712040720283
33.265306122448976,573.5238479374619
33.87755102040816,598.2840128361737
34.48979591836735,592.0415442553393
35.102040816326536,551.0385911262445
35.714285714285715,516.9387147936588
36.326530612244895,484.3862977120803
36.93877551020408,420.57561892288
37.55102040816327,413.3484471758968
38.163265306122454,389.63772983247196
38.775510204081634,402.18430402105287
39.38775510204081,346.29355493445087
40.0,247.108795339118
